Борьба на поясах,классический стиль-весовая категория 62 кг
Борьба на поясах,классический стиль-весовая категория 68 кг
Борьба на поясах,классический стиль-весовая категория 75 кг
Борьба на поясах,классический стиль-весовая категория 82 кг
Борьба на поясах,классический стиль-весовая категория 90 кг
Борьба на поясах,классический стиль-весовая категория100 кг
Борьба на поясах,классический стиль-весовая категория 100+ кг
Боулинг,личные соревнования
Боулинг,парные соревнования
Боулинг,парные соревнования - смешанные
Боулинг,командные соревнования (3 человека)
Боулинг,командные соревнования (4 человека)
Боулинг,командные соревнования (4 человека) - смешанные
Боулинг,командные соревнования (5 человек)
Брейкинг,брейкинг
Брейкинг,брейкинг - командные соревнования
Велосипедный спорт,"ВМХ - гонка - ""Классик"" (или ""Классик"" - смешанная)"
Велосипедный спорт,"ВМХ - гонка - ""Крузер"""
Велосипедный спорт,ВМХ - гонка на время
Велосипедный спорт,ВМХ - гонка на время - командная
Велосипедный спорт,ВМХ - гонка ритм - трек
Велосипедный спорт,ВМХ - эстафета
Велосипедный спорт,ВМХ - фристайл - дерт
Велосипедный спорт,ВМХ - фристайл - парк (или парк - смешанный)
Велосипедный спорт,ВМХ - фристайл - рампа
Велосипедный спорт,ВМХ - фристайл - флэт
Велосипедный спорт,маунтинбайк - байкер - кросс 4-х
Велосипедный спорт,маунтинбайк - велокросс
Велосипедный спорт,маунтинбайк - кросс-кантри
Велосипедный спорт,маунтинбайк - кросс - кантри - короткий круг
Велосипедный спорт,маунтинбайк - кросс - кантри марафон
Велосипедный спорт,маунтинбайк - кросс - кантри гонка с выбыванием
Велосипедный спорт,маунтинбайк - гонка в гору
Велосипедный спорт,маунтинбайк - многодневная гонка
Велосипедный спорт,маунтинбайк - скоростной спуск
Велосипедный спорт,маунтинбайк - триал - 20
Велосипедный спорт,маунтинбайк - триал - 26
Велосипедный спорт,маунтинбайк - триал командный - 20
Велосипедный спорт,маунтинбайк - триал командный - 26
Велосипедный спорт,маунтинбайк - эстафета
Велосипедный спорт,трек - гит с ходу 200 м
Велосипедный спорт,трек - гит с ходу 500 м
Велосипедный спорт,трек - гит с ходу 1000 м
Велосипедный спорт,трек - гит с ходу 1000 м (парами)
Велосипедный спорт,трек - гит с места 200 м
Велосипедный спорт,трек - гит с места 500 м
Велосипедный спорт,трек - гит с места 1000 м
Велосипедный спорт,трек - гит с места 1000 м (парами)
Велосипедный спорт,трек - гонка за лидером
Велосипедный спорт,трек - гонка по очкам
Велосипедный спорт,трек - гонка по очкам - многодневная
